,account.username,shopid,mtime,country,rating_normal,rating_bad,rating_good,description,rating_star,item_count,follower_count,response_rate,shop_location
0,abbottofficial,148045025,1632548748,VN,795,593,92132,"Abbott là thương hiệu sữa thuộc công ty Abbott Nutrition của Mỹ, chuyên sản phẩm dinh dưỡng dành cho trẻ em, người lớn tuổi, là một trong những thương hiệu được tin cậy nhất trên thế giới.

Abbott sở hữu nhiều dòng sản phẩm đa dạng như: Ensure, Similac, Glucerna, Grow, Pediasure...Trong suốt gần một thế kỷ, Abbott đã trở thành một phần không thể thiếu của cộng đồng để mang đến cuộc sống khỏe mạnh

Hotline: 1900 1519",4.938266,347,95841,99,TP. Hồ Chí Minh
0,abc123.vn,52779775,1632536754,VN,16,9,862,"Baby Shop Abc123.vn tự hào là Đại lí ủy quyền chính thức của các thương hiệu nổi tiếng như NUK, Munchkin, Richell, Summer, Comotomo, Babymoov, Mother K, Kmom....
Shop Luôn cam kết và hoạt động theo tôn chỉ ""Chất lượng hàng đầu, An toàn và tiện lợi cho mẹ và bé"".
Khách hàng mua hàng nếu có bất kì phản hồi gì vui lòng chat hoặc Inbox - chat Zalo với shop qua số máy: 0901 736 088
https://www.facebook.com/Shopabc123.vn/",4.878959,382,7150,67,Hà Nội
0,aiwado,324862680,1630556716,VN,0,0,63,"Aiwado – Dinh dưỡng chuẩn Nhật Bản, cam kết mang đến nguồn dinh dưỡng toàn diện cho sự phát triển trọn vẹn cả vòng đời. Aiwado tự hào nâng cao thể trạng, tầm vóc người Việt bằng sự tuân thủ chuẩn mực khoa học, tôn trọng tự nhiên và tận tâm với con người như cách người Nhật đã làm và khiến cả thế giới thán phục. Aiwado luôn nỗ lực và cam kết giúp thế hệ trẻ em Việt Nam phát triển toàn diện về thể lực, trí lực và tâm hồn, đặc biệt giúp trẻ tiêu hoá tốt và tăng chân chuẩn theo nhu cầu và thể trạng.",4.946429,33,304,85,TP. Hồ Chí Minh
0,angeldiaper.vn,78885123,1632535939,VN,20,10,1516,"Tã bỉm Angel Fairy Tales luôn tự hào:

👉 Tích hợp công nghệ đột phá sử dụng 100% hạt phân tử siêu thấm hút SAP (Super Abosorbent Polymer) cùng nguyên liệu cotton không dệt nhập khẩu trực tiếp từ Nhật Bản. 
👉 Đảm bảo về mặt chất lượng theo chuẩn CE của Châu Âu.

Tã bỉm Angel đáp ứng được toàn bộ các yêu cầu và mong đợi của cha mẹ khi tìm kiếm 1 người bạn hoàn hảo để bảo vệ con yêu.

🌏 Website: https://www.tabimangel.vn
⚜️ Fanpage: https://www.facebook.com/tabimangelvietnam",4.917361,20,8644,96,Hà Nội
0,aoberst_vietnam,138080072,1632325448,VN,8,5,275,"Sản phẩm AOBERST  nghiên cứu, phát triển, sản xuất , tự hào là một trong  những thương hiệu cung cấp các sản phẩm về chăm sóc sức khỏe, làm đẹp.

AOBERST tập trung vào việc nghiên cứu, phát triển 5 dòng sản phẩm chính:

Health: các sản phẩm về chăm sóc sức khỏe cá nhân, gia đình
Air Quality: cải thiện chất lượng không khí
Comfort: sản phẩm thư giãn, cải thiện chất lượng cuộc sống
Beauty Product: sản phẩm làm đẹp
Gaby’s world: thế giới trẻ thơ-các sản phẩm chăm sóc dành riêng cho bé",4.804196,35,581,60,Hà Nội
0,aptamil_official_store,383731969,1632543535,VN,15,3,375,,4.848806,13,6736,92,TP. Hồ Chí Minh
0,araubaby_officialstore,261114101,1632548671,VN,12,6,2429,"Arau Baby là thương hiệu chăm sóc bé hàng đầu Nhật Bản, chuyên cung cấp các sản phẩm: sữa tắm, nước rửa bình, nước giặt, kem đánh răng,…. Được sản xuất từ 100% thảo mộc tự nhiên, không hương liệu, không chất tạo bọt, không chất bảo quản, Arau Baby an toàn và dịu nhẹ cho làn da em bé.",4.966074,18,4259,88,Hà Nội
0,azmombaby,85894396,1632545006,VN,15,6,3116,"Phân phối CHÍNH HÃNG sữa của Nutricare, Yến Nunest, và các sản phẩm của Pur
Thời gian hoạt động: T2-T7 (8h sáng - 17h chiều)
*Hoàn tiền đến 200%, miễn phí đổi trả nếu hàng không chính hãng, quá date, hay lỗi sản phẩm
* Chính sách khách hàng thân thiết
Cám ơn quý khách đã ủng hộ sản phẩm & dịch vụ 5* của Shop!",4.962238,115,5273,88,TP. Hồ Chí Minh
0,phanphoianhduong.com.vn,155108952,1632484272,VN,23,6,1565,"Thành lập năm 2011, Ánh Dương là nhà phân phối độc quyền uy tín tại Việt Nam của 9 thương hiệu nổi tiếng thế giới: Munchkin, SummerInfant, Comotomo (Mỹ), NUK (Đức), Babymoov (Pháp), Richell Baby & Housewares (Nhật), Mother-K & K-Mom (Hàn).
Ánh Dương hiện có hơn 1000 đại lý trên toàn quốc: AEON, Bibomart, ShopTreTho, Kidsplaza, Tuticare, SNB,... 
Địa chỉ: 81A Trần Quốc Toản, Hoàn Kiếm, Hà Nội.
         193/2 Nguyễn Đình Chính, P.11, Phú Nhuận, Hồ Chí Minh.
Hotline : 0903.00.77.99 chọn 101#",4.921326,329,70006,91,Hà Nội
0,pigeonvnofficial,163067971,1632546824,VN,88,44,7083,Pigeon Việt Nam - Nhãn hiệu hàng đầu Nhật Bản chăm sóc Mẹ và Bé.,4.930259,127,23999,100,TP. Hồ Chí Minh
0,babytattoo,163503085,1632485811,VN,25,10,1396,"🎊🎊BABY TATTOO chính thức ra mắt trên Shopee🎊🎊
-
Chúng tôi lựa chọn các sản phẩm dành cho bà mẹ và trẻ em chất lượng cao, chăm sóc trẻ bằng tình yêu, tận hưởng cho quá trình trưởng thành của trẻ, sức khỏe gấp đôi, các bà mẹ đến mua sắm trực tuyến với chúng tôi.
-
Website🔜https://babytattoo.vn/
Facebook🔜https://www.facebook.com/babytattoovn/",4.920114,46,5048,53,TP. Hồ Chí Minh
0,babycoccolevn,317423456,1632543933,VN,7,1,1091,"Gian Hàng Chính Hãng Babycoccole
Thương hiệu số 1, được các Bác sĩ da liễu tại Italy khuyên dùng trong suốt 50 năm qua. Thành phần nguyên liệu đều được lựa chọn từ các nông trại canh tác hữu cơ hàng đầu thế giới, mang đến những sản phẩm có nguồn gốc từ thiên nhiên.
Babycoccole vượt qua 21 bài kiểm tra để đạt được công thức dành riêng cho da nhạy cảm, bằng cách chắt lọc các thành phần tự nhiên hữu cơ. Được kiểm nghiệm và chứng nhận da liễu bởi Đại học Pavia - xem như ""Đại học Oxford"" của Italy.",4.972789,40,6806,98,Hà Nội
0,babyhop_store,25310465,1632547113,VN,142,23,19138,"babyhopstore là gian hàng chính thức và duy nhất của thương hiệu babyhop trên Shopee Mall. 
-3 Lý do khiến babyhopstore là nơi tin tưởng hàng đầu cho các mẹ sắm sửa đồ cho mẹ và bé:
1. Sản phẩm được đổi trả miễn phí 7 ngày với bất kì lý do gì , chuẩn bị hàng nhanh chỉ trong  6 tiếng 
2. Sản phẩm chính hãng được kiểm định an toàn theo tiêu chuẩn Mỹ/ Châu Âu với gần 8.000 review đánh giá với tỷ lệ 5* là 99.99%
3. Giá cả luôn hợp lý nhất do shop bán trực tiếp không thông qua đại lý đến khách hàng",4.957661,194,62965,93,Hà Nội
0,babymart.vn,1928354,1632541253,VN,699,267,43301,"Babymart.vn là một trong những nhà bán lẻ uy tín các sản phẩm đồ dùng cho mẹ và bé, đồ chơi trẻ em, đồ sơ sinh trọn gói với giá tốt nhất. Chúng tôi tự hào là nhà phân phối các sản phẩm chất lượng cao của các thương hiệu nổi tiếng trên thế giới, kết hợp với hàng Việt Nam chất lượng cao.
Babymart.vn hân hạnh được chào đón Quý Khách tại:
710/53/12 Lũy Bán Bích, P. Tân Thành, Q. Tân Phú, TP.HCM
325 Trương Vĩnh Ký, P. Tân Thành, Q. Tân Phú
Sđt: 028.7309.3479
Website: www.babymart.vn",4.911749,1369,31074,97,TP. Hồ Chí Minh
0,babyz.official,253420541,1632546658,VN,303,89,24351,"VÌ SAO NÊN MUA HÀNG TẠI BABYZ ???
=======
- BabyZ là gian hàng chính hãng Shopee Mall, TOP 3 gian hàng lớn nhất ngành hàng Mẹ & Bé trên Shopee Mall.
- Bảo hành chính hãng 12 tháng.
- Miễn phí 1 đổi 1 trong 30 ngày.
- Miễn phí vận chuyển toàn quốc.
- Giảm 5% đơn hàng tiếp theo.
- Trả góp 0% đơn hàng từ 3 triệu.
=======

(*) Quý khách cần tư vấn gấp vui lòng gọi Tổng đài CSKH: 1900.068.860 (nhấn phím 1)",4.931983,690,67553,97,Hà Nội
0,tinhdaucobemum,320098346,1632491209,VN,0,0,303,"BEMUM Official Store
Gian hàng chính hãng từ thương hiệu BEMUM, giải pháp thiên nhiên cho sức khoẻ và sắc đẹp mẹ bầu

✅Fanpage: Bemum - Nâng niu làn da mẹ bầu
✅Website: https://bemum.vn
✅Địa chỉ: Láng Thượng - Đống Đa - Hà Nội",4.970297,10,469,82,Hà Nội
0,bino_goodry,325758984,1632456189,VN,2,0,276,"♻️ Gian hàng chính hãng của Công ty CP KyVy - Chuyên sản xuất và kinh doanh các loại bỉm tã người lớn, trẻ nhỏ các thương hiệu như: KYHOPE, BINO GOODRY, Khăn giấy ướt OMELY, FAMILY. 
👉 Sản phẩm chất lượng, an toàn, vệ sinh và thoải mái với công nghệ hiện đại 
👉 Bảo vệ môi trường với giá thành phải chăng.
👉 Hệ thống kiểm soát sản xuất và quy trình mạnh mẽ.
-----------------------------
🌐 Website: http://kyvy.com.vn/
📧 Email: bino@kyvy.com.vn
☎ Hotline: (84-28) 028 35 05 8678",4.956,68,794,97,TP. Hồ Chí Minh
0,minhcasa2018,79658019,1629790698,VN,3,3,326,"Nhà phân phối chính thức các sản phẩm diệt côn trùng nhãn hàng Bayer - Đức

Sản phẩm chính: 
- Gel diệt kiến Maxforce Quantum 12g.
- Bả diệt gián Maxforce Forte 20g.
- Bả diệt chuột Racumin 0.0375 PA 100g

Hotline: 08889 34566 (zalo)",4.92638,6,1505,44,TP. Hồ Chí Minh
0,bobby_officialstore,63521925,1632548260,VN,1818,1458,186429,"Hơn 10 năm qua, tã Bobby Nhật Bản tự hào đồng hành cùng hàng triệu em bé Việt Nam từ những ngày đầu đời với sự tận tâm trong từng sản phẩm:
👶 Tã dán siêu thấm, khô thoáng.
👶 Tã quần vừa vặn, ngăn tràn.
👶 Tã giấy dành riêng cho bé sơ sinh.
👶 Khăn ướt 99% nước tinh khiết cho làn da nhạy cảm.
🛍️ Cam kết mua 1 đổi 1 nếu sản phẩm có vấn đề.
🎁 Quà tặng độc quyền hàng tháng dành cho bé yêu.
📞 Hotline tư vấn trực tiếp: 028 7305 6686.
🕵️ Nhấn theo dõi shop để canh deal nửa giá bất ngờ hàng tháng!",4.930966,344,106257,99,TP. Hồ Chí Minh
0,brauer_vn,183904733,1632455598,VN,23,4,998,"Công Ty TNHH Thasco - Nhà Phân Phối Các Sản Phẩm Brauer Chính Thức Tại Việt Nam
Tư vấn sản phẩm trước, trong và sau khi dùng sản phẩm cụ thể, tận tâm.
ẤN FOLLOW SHOP NGAY ĐỂ ĐƯỢC TẶNG VOUCHER GIẢM GIÁ 10% TỐI ĐA 50K NHA KHÁCH ƠI ^^
Website: https://www.brauer.com.vn
Fanpage: https://www.facebook.com/BRAUERVN/
Địa chỉ: 19 Bàu Cát 3, phường 14, quận Tân Bình, Thành phố Hồ Chí Minh
Sđt: 18009477 - 0862372997",4.907921,18,5699,82,TP. Hồ Chí Minh
0,bubmum_vn,322054683,1632538271,VN,9,0,479,"BuB&MuM là thương hiệu chuyên nghiên cứu và cung cấp các sản phẩm chăm sóc sức khỏe cho Mẹ và Bé, với các sản phẩm mang thiên hướng thiên nhiên an toàn tuyệt đối cho bà mẹ và con trẻ.",4.914894,33,2658,87,TP. Hồ Chí Minh
0,burine_official_store,475471291,1632542329,VN,14,0,595,,4.949033,37,65788,95,Hà Nội
0,cbctrading,134669592,1632544276,VN,64,18,4425,"CBC TRADING là một trong những Nhà phân phối lớn nhất ngành hàng Mẹ & Bé tại Việt Nam với các nhãn hàng như: FATZ BABY - PIGEON - PHILIPS AVENT - HiPP - ARAU - LEC - JOIE - APRICA - UNIMOM - UPASS - LANSINOH - LITTLE LOVE - MIOMIO - THÁI HÀ THỊNH.

=======
LIÊN HỆ VỚI CBC TRADING:
- Tổng đài CSKH: 1900.068.860
- Website: cbc.com.vn",4.929753,481,7181,96,Hà Nội
0,nestlevnn,108166524,1632548910,VN,2634,2019,284227,,4.9355,683,150534,99,TP. Hồ Chí Minh
0,chilux.vn,365988502,1632343159,VN,5,2,1375,"
+ Sứ mệnh:
Chilux sinh ra để phục vụ những sản phẩm tiện ích, thông minh và chất lượng bằng tất cả tình yêu thương, nhằm hỗ trợ các bậc cha mẹ chăm sóc và nuôi dạy trẻ em Việt Nam
+ Tầm nhìn:
Chilux nỗ lực trở thành thương hiệu hàng đầu trong việc thấu hiểu và kiến tạo những sản phẩm tiện ích, tinh tế và thông minh để giúp trẻ em Việt Nam có được sự chăm sóc và phát triển tốt hơn",4.961538,30,12647,97,TP. Hồ Chí Minh
0,chiccovietnam,230617065,1632548780,VN,29,9,2573,"Với gần 70 năm kinh nghiệm, Chicco – đến từ nước Ý, tự hào là thương hiệu hàng đầu thế giới trong lĩnh vực sản phẩm dành cho Mẹ và Bé.
Với hàng triệu sản phẩm được bán ra mỗi năm trên toàn thế giới, Chicco vinh hạnh nhận được các giải thưởng uy tín và cao quý do người tiêu dùng bình chọn như “Best Value”, “Toy of the Year”, “Sodalitas Social Award”, “Top Toys Award”, “Ethic Award”.
Chicco luôn đặt niềm vui và hạnh phúc của trẻ nhỏ là ưu tiên hàng đầu
website:https://chicco.com.vn/
Hl:0942653814",4.940698,224,11357,72,Hà Nội
0,colosmulti.official,367593945,1632548882,VN,25,12,2959,"Sản Phẩm Được Bán Chính Hãng bởi Tập Đoàn Mama Sữa Non
Mama Sữa Non - Cùng Con Khôn Lớn
VPDD: 26/134 - Lê Trọng Tấn - Thanh Xuân - Hà Nội
Hotline: 087.951.3333

Mua sữa cho trẻ 2 tuổi chất lượng, chính hãng, an toàn, giá tốt nhất.
Mua sữa công thức cho trẻ sơ sinh chính hãng, giá tốt.
Hàng trăm sản phẩm chất lượng dành riêng cho bé yêu của bạn được cập nhật liên tục. Đặt hàng ngay tại Shopee với giá cực kỳ ưu đãi, thanh toán khi nhận hàng.",4.94577,41,171406,98,Hà Nội
0,colosmulti.official,367593945,1632548882,VN,25,12,2959,"Sản Phẩm Được Bán Chính Hãng bởi Tập Đoàn Mama Sữa Non
Mama Sữa Non - Cùng Con Khôn Lớn
VPDD: 26/134 - Lê Trọng Tấn - Thanh Xuân - Hà Nội
Hotline: 087.951.3333

Mua sữa cho trẻ 2 tuổi chất lượng, chính hãng, an toàn, giá tốt nhất.
Mua sữa công thức cho trẻ sơ sinh chính hãng, giá tốt.
Hàng trăm sản phẩm chất lượng dành riêng cho bé yêu của bạn được cập nhật liên tục. Đặt hàng ngay tại Shopee với giá cực kỳ ưu đãi, thanh toán khi nhận hàng.",4.94577,41,171406,98,Hà Nội
0,camapgoldx2,7198106,1630150188,VN,0,0,0,,,7,84,100,Đắk Nông
0,babymart.vn,1928354,1632541253,VN,699,267,43301,"Babymart.vn là một trong những nhà bán lẻ uy tín các sản phẩm đồ dùng cho mẹ và bé, đồ chơi trẻ em, đồ sơ sinh trọn gói với giá tốt nhất. Chúng tôi tự hào là nhà phân phối các sản phẩm chất lượng cao của các thương hiệu nổi tiếng trên thế giới, kết hợp với hàng Việt Nam chất lượng cao.
Babymart.vn hân hạnh được chào đón Quý Khách tại:
710/53/12 Lũy Bán Bích, P. Tân Thành, Q. Tân Phú, TP.HCM
325 Trương Vĩnh Ký, P. Tân Thành, Q. Tân Phú
Sđt: 028.7309.3479
Website: www.babymart.vn",4.911749,1369,31074,97,TP. Hồ Chí Minh
0,dodievietnam,155362208,1632290639,VN,4,3,372,"Shop CHÍNH HÃNG của Dodie, thương hiệu hàng đầu của Pháp với trên 60 năm kinh nghiệm. Từ khi hành lập, Dodie đã bán được 500 triệu sản phẩm và đứng hàng đầu về thị phần các sản phẩm cho trẻ em tại Pháp. Chúng tôi tự hào khi là nhà phân phối độc quyển các sản phẩm của Dodie tại Việt Nam! Chúng tôi tự tin sẽ đem đến sự hài lòng cho khách hàng cuả mình!",4.92,58,1021,26,TP. Hồ Chí Minh
0,distribution.drbrowns,110835303,1632540191,VN,72,41,5231,"Tất cả các sản phẩm của chúng tôi bán trên shop đều là sản phẩm chính hãng, được Công ty TNHH Thương Mại Thế Hệ Trẻ nhập khẩu và phân phối độc quyền tại thị trường Việt nam. Vì sự an toàn sức khỏe của mẹ và bé, mong quý khách hàng chỉ sử dụng các sản phẩm chính hãng có nguồn gốc rõ ràng.   
Quý khách cần tư vấn thêm vui lòng liên hệ:
Hotline: 0985655898- 0961523266",4.920023,171,8312,96,Hà Nội
0,shop.drgreen,166588104,1632528545,VN,19,5,1331,"🌟Kim chỉ nam trong hoạt động phát triển sản phẩm của Dr.Green là cam kết về chất lượng và trải nghiệm sản phẩm tốt nhất. Chúng tôi xây dựng tiêu chuẩn cao đối với các nhà cung cấp và ưu tiên hàng đầu là nguyên vật liệu đến từ thiên nhiên, thân thiện với môi trường. 
-----
Sản phẩm Dr.Green được Sở y tế cấp phép lưu hành an toàn và đang được tin dùng tại các bệnh viện lớn như: Bệnh viện Nhi TW, Bệnh viện 108, Bệnh viện Y học Cổ truyền TW, Bệnh viện Bộ Công An,...
Hotline hỗ trợ 24/07: 0936002006",4.927774,12,1475,63,Hà Nội
0,enfaofficialstore,61963112,1632548770,VN,758,470,52362,"Enfa A+ của Mead Johnson tự hào là nhãn hiệu số 1 được các bác sĩ nhi khoa khuyên dùng tại Mỹ. Sau thành công trong việc tiên phong bổ sung DHA vào sữa công thức hơn 15 năm trước, nay Enfa A+ Mới với công thức đột phá chứa dưỡng chất vàng MFGM và DHA hỗ trợ tăng kết nối não bộ gấp 2 lần, giúp bé thông minh, tự tin, sẻ chia cảm xúc.
Tư vấn khách hang 1900 6602
lien-he@enfa.com.vn
enfa.com.vn",4.911686,251,52928,99,TP. Hồ Chí Minh
0,friso_officialstore,127691603,1632547121,VN,99,77,7710,,4.916814,117,77906,99,TP. Hồ Chí Minh
0,frutonyanyaofficialstore,382851091,1632495193,VN,19,30,1603,"FrutoNyanya hay còn được gọi theo tên thân thương tại Việt Nam là ""Fruto"" - là thương hiệu thực phẩm ăn dặm cho trẻ em dẫn đầu thị trường Nga. Sản phẩm của chúng tôi bao gồm trái cây nghiền, bột ăn dặm, các sản phẩm từ sữa, đồ uống và bánh ăn dặm - tổng thể hơn 250 sản phẩm tự nhiên và lành mạnh cho trẻ sơ sinh.
Thực phẩm an toàn và chất lượng hàng đầu là điều kiện tiên quyết của chúng tôi và chúng tôi luôn cảm ơn các gia đình Việt Nam đã tin tưởng và lựa chọn FrutoNyanya!",4.87957,212,67374,96,Hưng Yên
0,fysoline_officialstore,310023358,1632545711,VN,10,2,2574,"Nhập khẩu trực tiếp từ Pháp, Fysoline xứng danh là người tiên phong trong việc sử dụng nước muối sinh lý đơn liều cho trẻ em với 3 tiêu chí:
🌿Công nghệ ống đơn liều vô trùng loại A, chống lây nhiễm chéo
🌿Không chất bảo quản, an toàn tuyệt đối cho trẻ
🌿Đầu ống tròn nhỏ chuyên biệt cho mũi trẻ sơ sinh, bảo vệ niêm mạc cho bé
Fysoline-Luôn là sự lựa chọn hàng đầu của hàng triệu bà mẹ để vệ sinh mắt; mũi; miệng cho con đơn giản, nhẹ nhàng và an toàn.
⭐fysoline.vn⭐facebook.com/fysoline⭐1900.6424",4.972466,11,4379,69,Hà Nội
0,nestlevnn,108166524,1632548910,VN,2634,2019,284227,,4.9355,683,150534,99,TP. Hồ Chí Minh
0,glico_officialstore,270655579,1632542477,VN,11,4,922,,4.937063,14,4343,87,TP. Hồ Chí Minh
0,goldcatvietnammall,37391376,1632535698,VN,37,3,1285,"GOLDCAT VIỆT NAM chuyên cung cấp các sản phẩm cũi gỗ thương hiệu Goldcat.
➖Các phụ kiện cho cũi,ghế ăn dặm, xe tập đi và đồ chơi gỗ  ◾Uy tín ◾Chất lượng ◾An toàn cho bé
Địa chỉ:
📌 Cơ sở 1: Tổng kho 31 vận tại, số 31 Đại Mỗ, Nam Từ Liêm, Hà Nội
📌 Cơ sở 2: Showroom 622/6 Cộng Hòa, phường 13, quận Tân Bình, thành phố Hồ Chí Minh
🏠 Website: Goldcat.vn
📮 Gmail    : Lienhe@goldcat.vn
☎ Hotline   : 18001787/ 0977179829",4.885779,98,3997,96,Hà Nội
0,goon_officialstore,158186313,1632515627,VN,44,20,1765,,4.868664,58,4747,100,TP. Hồ Chí Minh
0,hippofficialstore,77571535,1632542926,VN,180,99,22164,"HiPP - KHÔNG CHỈ LÀ ORGANIC

* Các thành tựu đạt được:
- Thương hiệu SỐ 1 THẾ GIỚI về thực phẩm hữu cơ dành cho trẻ nhỏ (Theo Euromonitor)
- Nhãn hiệu dinh dưỡng trẻ em SỐ 1 tại ĐỨC (Theo Nielsen)

Với hơn 120 năm phát triển và 60 năm kinh nghiệm sản xuất thực phẩm hữu cơ dành cho trẻ nhỏ, con dấu hữu cơ (ORGANIC) của HiPP đảm bảo chất lượng cao nhất và khắt khe hơn cả những quy định tiêu chuẩn hữu cơ chung của Liên minh châu Âu (EC).

HiPP - Tốt nhất từ thiên nhiên - Tốt nhất cho tự nhiên",4.946522,92,22813,100,Hà Nội
0,huggiesofficialstore,35284879,1632548680,VN,1568,1060,136998,"*Cam kết Hàng Chính Hãng 100%
*Sản phẩm chính thức từ Công ty Kimberly Clark Việt Nam (Huggies Việt Nam)
*Follow Shop để luôn nhận được thông tin chương trình giá sốc, sản phẩm 9K và các quà tặng hấp dẫn đến từ Huggies
Huggies là thương hiệu tã bỉm uy tín từ Hoa Kỳ, đã có mặt trên thị trường hơn 30 năm.  Năm 1997, công ty Kimberly-Clarks lần đầu tiên giới thiệu Huggies tại Việt Nam. Chăm sóc và bảo vệ sức khỏe cho trẻ em Việt Nam là sứ mệnh Huggies luôn hướng đến.
",4.923282,121,106777,100,TP. Hồ Chí Minh
0,jo_officialstore,156727697,1632538447,VN,13,10,723,,4.878453,42,3961,59,Hà Nội
0,johnson_johnson_official,78546729,1632546151,VN,1280,808,120280,"Johnson & Johnson - Gian hàng chính thức trên Shopee
Cung cấp các sản phẩm của Johnson & Johnson được nhập khẩu và phân phối chính hãng từ các thương hiệu được ưa chuộng: Johnson's Baby, Listerine, Clean & Clear, Carefree, Band-Aid, Modess, OGX 

",4.930929,134,218846,92,TP. Hồ Chí Minh
0,kendamilvietnam,139052282,1632497085,VN,4,0,402,"NHÀ PHÂN PHỐI CHÍNH HÃNG KENDAMIL TẠI VIỆT NAM
Sản phẩm được tin dùng từ Hoàng Gia Anh. 
Hỗ trợ bé phát triển cân nặng, sức đề kháng chuẩn Châu Âu.
CAM KẾT HÀNG CHẤT LƯỢNG, CHÍNH SÁCH ĐỔI TRẢ ĐỐI VỚI MỌI SẢN PHẨM",4.971279,20,881,97,Hà Nội
0,kidskidsvietnam,66793288,1632302194,VN,30,11,2203,"🏠 Địa chỉ mua hàng trực tiếp:
📌 KIDSKIDS: 45 Hà Huy Tập, Phú Mỹ Hưng, Q7, HCMC
📌 KIDSKIDS: Tầng B1, Vincom Mega Mall, Thảo Điền, Quận 2, HCMC
📌 KIDSKIDS: Tầng 5, TTTM Lotte Đào Tấn, 54 Liễu Giai, Ba Đình,HN

HOTLINE: 090.1357.106 - 090.1357.107 - 090.1357.167
WEBSITE: https://kidskids.vn
FACEBOOK: https://facebook.com/kidskids.vn
YOUTUBE: https://youtube.com/Kidskids_vn 
INSTAGRAM: https://instagram.com/kidskids_vn
TWITTER: https://twitter.com/kidskids_vn",4.92047,621,11452,94,TP. Hồ Chí Minh
0,babymart.vn,1928354,1632541253,VN,699,267,43301,"Babymart.vn là một trong những nhà bán lẻ uy tín các sản phẩm đồ dùng cho mẹ và bé, đồ chơi trẻ em, đồ sơ sinh trọn gói với giá tốt nhất. Chúng tôi tự hào là nhà phân phối các sản phẩm chất lượng cao của các thương hiệu nổi tiếng trên thế giới, kết hợp với hàng Việt Nam chất lượng cao.
Babymart.vn hân hạnh được chào đón Quý Khách tại:
710/53/12 Lũy Bán Bích, P. Tân Thành, Q. Tân Phú, TP.HCM
325 Trương Vĩnh Ký, P. Tân Thành, Q. Tân Phú
Sđt: 028.7309.3479
Website: www.babymart.vn",4.911749,1369,31074,97,TP. Hồ Chí Minh
0,kokovietnam,178261327,1632547348,VN,111,46,11737,,4.941031,74,33311,92,Hà Nội
0,lansinohvnofficial,166404029,1632534594,VN,7,4,308,"Lansinoh hiểu rằng: Hạnh phúc lớn nhất của người phụ nữ chính là LÀM MẸ! 

Lansinoh Laboratories được sáng lập vào năm 1984 bởi một người mẹ hai con - Resheda Hagen. Thấu hiểu những khó khăn vất vả trong quá trình nuôi con bằng sữa mẹ ,  Bà đã chế ra sản phẩm kem Lanolin tinh khiết để giúp hàng triệu người mẹ giải quyết tình trạng nứt cổ gà, đau rát đầu ti khi cho bé bú. 


Các sản phẩm của Lansinoh đã có mặt tại hơn 80 quốc gia, trở thành người bạn đồng hành đáng tin cậy của các mẹ bỉm sữa.",4.88254,21,5248,100,TP. Hồ Chí Minh
0,likado_officialstore,267075185,1632548656,VN,45,17,5477,"Đây là gian hàng chính hãng của công ty Likado Việt Nam trên Shopee 
♥ ♥ Khách cần tư vấn nên chat trước khi đặt hàng để chọn đúng phân loại cần mua, shop in đơn hàng loạt nên không thể đọc ghi chú hay tin nhắn. 
♥ ♥ Nếu có vấn đề về đơn hàng vui lòng chat với shop trước khi đánh giá để được xử lý nhanh nhất
♥ ♥ SĐT: 02463283634 (giờ hành chính) hoặc chat/call Zalo 0989386942
♥ ♥ Địa chỉ : Số 205 ngõ 42 Thịnh Liệt, Hoàng Mai , Hà Nội ( giờ hành chính)",4.947561,35,7667,90,Hà Nội
0,maeilptlvn,180108212,1632532138,VN,5,3,652,"Tập đoàn Maeil với trên 50 năm hình thành và phát triển - Là một trong những tập đoàn thực phẩm hàng đầu Hàn Quốc đã có mặt tại Việt Nam.
Công ty TNHH PTL International Vina - đại diện của tập đoàn Maeil tại thị trường Việt Nam. 
Với phương châm: ""Nâng cao chất lượng cuộc sống cho người Việt"", PTL đã, đang và sẽ cung ứng những sản phẩm & dịch vụ tốt nhất cho cộng đồng.

Liên hệ: 
Hotline: 0978149755
Fanpage: https://www.facebook.com/maeilptlvn
Website: https://vn.maeil.com/",4.946117,35,1996,89,Hà Nội
0,mamanbebe_hcm,31715671,1631794317,VN,14,7,794,"⚡ MamanBébé là hệ thống showroom quy tụ các sản phẩm đồ dùng cao cấp nhất cho Mẹ và Bé được nhập khẩu chính hãng, trực tiếp từ những thương hiệu hàng đầu thế giới như Combi (Nhật bản), Chicco (Italy), Ardo (Thụy Sỹ),...
⚡ Không chỉ khẳng định về chất lượng sản phẩm, MamanBébé còn tự hào về chất lượng dịch vụ khách hàng thân thiện,tư vấn sản phẩm nhiệt tình và các chính sách Giao hàng,Bảo hành sản phẩm miễn phí
MamanBébé - Hiểu Mẹ yêu Bé!
Hotline: 0915.897.178
Website:http://mamanbebe.com.vn",4.902864,633,2035,33,TP. Hồ Chí Minh
